OID_,lat,lon,Category,Item,Priority,ResponseId,IsIdentifi,sg_pk,sg_lat,sg_lon,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,opened_on,closed_on,tracking_closed_since,geometry_type,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type,poi_cbg,visitor_home_aggregation,visitor_daytime_cbgs
2,38.893405700000002,-77.021137199999998,archival records,"records of the national council of negro women, inc.",medium priority,r_5thz7ieszpso85x,Y,24n-222@63r-6nn-kcq,38.920171000000003,-77.042115999999993,24n-222@63r-6nn-kcq,,Smash Records,,,Electronics and Appliance Stores,Electronics Stores,,443142,38.920171000000003,-77.042115999999993,2314 18th St NW Ste 2,Washington,DC,20009,US,12023876274.000000000000000,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,6,6,"[0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0]",{""245102504011"":4},{""US"":4},17123,20.500000000000000,"{""<5"":0,""5-10"":1,""11-20"":2,""21-60"":3,""61-120"":0,""121-240"":0,"">240"":0}","{""McDonald's"":33,""Buca di Beppo"":17,""Landmark Theaters"":17,""Potbelly Sandwich Works"":17,""T.J. Maxx"":17,""The Home Depot"":17,""7-Eleven"":17,""Costco Gasoline"":17,""Tory Burch"":17,""[solidcore]"":17,""Dunkin'"":17}","{""Chick-fil-A"":67,""7-Eleven"":50,""Starbucks"":50,""McDonald's"":50,""Walmart"":33,""Chipotle Mexican Grill"":33,""The Home Depot"":33,""Safeway"":33,""Smoothie King"":33,""Burger King"":33,""CVS"":33,""[solidcore]"":33,""Exxon Mobil"":33,""BIBIBOP Asian Grill"":17,""Value Village Thrift Stores"":17,""Vocelli Pizza"":17,""Target"":17,""Buca di Beppo"":17,""Simon mall"":17,""BP"":17}","[1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1]","{""Monday"":1,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":3,""Sunday"":1}","{""android"":4,""ios"":4}",110010040021.000000000000000,{},{""510594917025"":6}
3,38.889483800000001,-77.035279099999997,monuments,washington monument,high priority,r_v2kenleslvx7szt,Y,zzy-222@63r-6cr-q2k,38.883626999999997,-76.983400000000003,zzy-222@63r-6cr-q2k,,Washington Monument,,,"Museums, Historical Sites, and Similar Institutions",Historical Sites,,712120,38.883626999999997,-76.983400000000003,15th St SE,Washington,DC,20050,US,,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,69,24,"[1,1,5,4,6,1,4,4,2,3,6,3,1,1,1,0,2,3,4,0,2,1,0,3,4,4,0,3,0,0]","{""240338005181"":4,""110010069002"":4}",{""US"":19},21129,40.000000000000000,"{""<5"":3,""5-10"":20,""11-20"":5,""21-60"":11,""61-120"":6,""121-240"":9,"">240"":15}","{""7-Eleven"":10,""McDonald's"":10,""Ross Stores"":6,""The Home Depot"":4,""Safeway"":4,""Popeyes Louisiana Kitchen"":4,""SHOPPERS Food & Pharmacy"":4,""Giant Food"":4,""Valero Energy"":4,""CVS"":4,""Shell Oil"":4,""IHOP"":2,""Dave & Buster's"":2,""Sheraton Hotels & Resorts"":2,""Honda"":2,""Value City Furniture"":2,""ALDI"":2,""Taco Bell"":2,""Lowe's"":2,""Homewood Suites by Hilton"":2}","{""McDonald's"":50,""Shell Oil"":46,""7-Eleven"":42,""Walmart"":33,""Subway"":33,""Starbucks"":29,""Exxon Mobil"":29,""Target"":25,""The Home Depot"":25,""Safeway"":25,""Wawa"":25,""Chick-fil-A"":25,""Chipotle Mexican Grill"":21,""BP"":21,""Popeyes Louisiana Kitchen"":21,""Walgreens Pharmacy"":17,""Dollar General"":17,""Wendy's"":17,""Valero Energy"":17,""Bojangles'"":17}","[12,14,12,13,12,12,14,16,19,14,14,11,9,10,9,10,10,7,8,9,12,13,14,13]","{""Monday"":2,""Tuesday"":10,""Wednesday"":7,""Thursday"":3,""Friday"":13,""Saturday"":17,""Sunday"":17}","{""android"":6,""ios"":12}",110010068022.000000000000000,"{""27003050818"":4,""37067003806"":4,""24031703215"":4}","{""110010099012"":4,""370670038061"":4,""110010088023"":4}"
4,38.889268600000001,-77.050175999999993,memorial monuments,lincoln memorial,high priority,r_1f3aarezamiclts,Y,zzy-222@63r-6nf-vcq,38.891308000000002,-77.053556000000000,zzy-222@63r-6nf-vcq,,Lincoln Memorial Sand Courts,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,,712190,38.891308000000002,-77.053556000000000,Rock Creek Park Trails,Washington,DC,20037,US,,,,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,356,291,"[6,13,12,19,20,12,11,15,12,22,12,16,12,14,14,8,4,18,13,5,10,7,9,6,20,17,5,7,9,8]","{""511390302001"":8,""240338005042"":8,""110010002011"":6,""240317055012"":5,""245102712006"":5,""510594223022"":4,""090093615004"":4,""240317008172"":4,""240317060083"":4,""510594805032"":4,""110010099031"":4,""480396645012"":4,""517000304001"":4,""530050108092"":4,""510131024001"":4,""240037407021"":4,""515102001034"":4,""510131027021"":4,""510594327021"":4,""511770201111"":4,""511076105062"":4,""371830536041"":4,""510131009003"":4,""180973210023"":4,""510131034011"":4,""130950004001"":4,""511539012123"":4,""360810687001"":4,""540039712015"":4,""371939602002"":4,""110010076034"":4,""511076110042"":4,""510594804021"":4,""516500114001"":4,""130730305051"":4,""250173613002"":4,""100050513033"":4,""510230403024"":4,""510594318022"":4,""240276023061"":4,""211799306001"":4,""511710404002"":4,""240317008221"":4,""212359205002"":4,""110010056002"":4,""511076112093"":4,""510150709002"":4,""511539007012"":4,""390490081611"":4}",{""US"":258},37480,9.000000000000000,"{""<5"":23,""5-10"":169,""11-20"":45,""21-60"":55,""61-120"":31,""121-240"":17,"">240"":16}","{""Starbucks"":4,""McDonald's"":4,""Shell Oil"":4,""7-Eleven"":3,""Residence Inn by Marriott"":3,""Walmart"":2,""National Car Rental"":2,""Sunoco"":2,""Subway"":2,""Wawa"":2,""Exxon Mobil"":2,""Street Corner"":2,""sweetgreen"":2,""Target"":1,""BP"":1,""The Home Depot"":1,""Wendy's"":1,""Holiday Inn"":1,""Holiday Inn Express"":1,""CVS"":1}","{""McDonald's"":41,""Shell Oil"":32,""Walmart"":31,""Starbucks"":29,""Exxon Mobil"":28,""7-Eleven"":27,""Subway"":26,""Target"":22,""CVS"":21,""Sunoco"":21,""Chick-fil-A"":20,""Chipotle Mexican Grill"":18,""Dunkin'"":17,""BP"":15,""Wendy's"":14,""Wawa"":13,""The Home Depot"":13,""Taco Bell"":12,""Dollar Tree"":12,""Costco"":10}","[15,12,10,11,11,15,25,28,41,32,35,43,43,41,25,30,35,40,31,18,23,20,33,28]","{""Monday"":34,""Tuesday"":42,""Wednesday"":51,""Thursday"":50,""Friday"":44,""Saturday"":69,""Sunday"":66}","{""android"":137,""ios"":153}",110010062021.000000000000000,"{""51059421500"":7,""37183053604"":6,""11001006801"":6,""24017850708"":5,""11001004801"":4,""51107610601"":4,""51059430102"":4,""11001001600"":4,""24031702700"":4,""36059404500"":4,""51047930502"":4,""51153900701"":4,""51059452600"":4,""39157020300"":4,""24003730203"":4,""13095000400"":4,""51059421002"":4,""11001005600"":4,""24033801312"":4,""24031705901"":4,""54003971201"":4,""33015003400"":4,""24031703207"":4,""24031705400"":4,""51153901225"":4,""51510200102"":4,""51059451000"":4,""51061930402"":4,""34035053501"":4,""11001010500"":4,""08041007201"":4,""37101041400"":4,""24033802405"":4,""51059482202"":4,""19099040500"":4,""51059491801"":4,""42003522000"":4,""51059450602"":4,""51013102702"":4,""51760040300"":4,""24033803514"":4,""25017361300"":4,""42017105506"":4,""24031705501"":4,""51013102301"":4,""11001010800"":4,""51153901511"":4,""24033801807"":4,""51013101403"":4,""39045030400"":4,""24031706008"":4,""48201330700"":4,""13121010204"":4,""11001007603"":4,""24031700817"":4}","{""510594527002"":6,""510131015003"":5,""240317006112"":5,""510594510001"":5,""510131028011"":5,""515102001051"":4,""371830534242"":4,""370350118013"":4,""110010062021"":4,""240037012003"":4,""510594163002"":4,""211799306001"":4,""510594501001"":4,""511076107021"":4,""510690509002"":4,""110010108002"":4,""390490063231"":4,""515102008021"":4,""110010101001"":4,""110010016004"":4,""110010108003"":4,""090093615004"":4,""060014351031"":4,""510594822022"":4,""510619304021"":4,""230159755005"":4,""240054060004"":4,""240317060083"":4,""110010108001"":4,""510594215003"":4,""510594405023"":4,""240317054001"":4,""420035220001"":4,""110010056001"":4,""511539012123"":4,""515102001022"":4,""510594822032"":4,""390450304001"":4,""391570215004"":4,""240178515003"":4,""510690508011"":4,""510299302012"":4,""110010099031"":4,""240037403041"":4}"
5,38.895277999999998,-77.017778000000007,architecture,old city hall,high priority,r_3nppaxdcvf2hyyr,Y,zzw-222@63r-6cq-89z,38.905600999999997,-76.994607999999999,zzw-222@63r-6cq-89z,,Old City Swimming,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,,713940,38.905600999999997,-76.994607999999999,800 Florida Ave NE,Washington,DC,20002,US,12028045944.000000000000000,"{ ""Mon"": [[""19:00"", ""20:00""]], ""Tue"": [[""19:00"", ""20:00""]], ""Wed"": [], ""Thu"": [[""19:00"", ""20:00""]], ""Fri"": [], ""Sat"": [[""8:30"", ""9:30""]], ""Sun"": [] }",,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,344,112,"[10,16,13,8,3,8,11,12,12,17,8,1,7,10,12,16,15,13,4,18,14,14,16,21,12,4,11,16,15,7]","{""110010088031"":23,""240338035083"":4,""110010095083"":4,""110010088042"":4,""040250006051"":4,""110010068041"":4,""120710201022"":4,""110010075031"":4,""510619304032"":4,""240317003044"":4,""361031464033"":4,""110010079012"":4,""420912089013"":4,""110010091022"":4,""370510025021"":4,""510594310011"":4,""330079508003"":4}",{""US"":100},9035,61.000000000000000,"{""<5"":7,""5-10"":58,""11-20"":32,""21-60"":74,""61-120"":54,""121-240"":73,"">240"":46}","{""Chick-fil-A"":4,""McDonald's"":3,""Subway"":3,""The Home Depot"":2,""7-Eleven"":2,""Starbucks"":2,""Wawa"":2,""Dollar Tree"":2,""Walmart"":1,""Texas Chicken and Burgers"":1,""FedEx"":1,""REI"":1,""Giant Food"":1,""Sunoco"":1,""Exxon Mobil"":1,""Chipotle Mexican Grill"":1,""Olive Garden"":1,""ALDI"":1,""Lowe's"":1,""PetSmart"":1}","{""Walmart"":37,""McDonald's"":35,""Starbucks"":24,""Chick-fil-A"":23,""7-Eleven"":20,""Exxon Mobil"":18,""Target"":17,""CVS"":17,""Subway"":17,""Shell Oil"":16,""Ross Stores"":14,""Simon mall"":13,""Sunoco"":13,""The Home Depot"":12,""Wawa"":12,""Dollar Tree"":12,""Texas Chicken and Burgers"":11,""Giant Food"":11,""Chipotle Mexican Grill"":10,""Lowe's"":10}","[11,11,9,11,9,17,26,49,76,88,99,83,80,79,81,70,56,43,27,26,32,36,26,20]","{""Monday"":44,""Tuesday"":51,""Wednesday"":63,""Thursday"":67,""Friday"":66,""Saturday"":41,""Sunday"":12}","{""android"":43,""ios"":63}",110010088031.000000000000000,"{""11001008803"":23,""11001008804"":6,""42001030102"":5,""37051002502"":4,""24033803508"":4,""11001004300"":4,""11001009602"":4,""51800075201"":4,""42071014000"":4,""34005704600"":4,""11001005500"":4,""24033800601"":4,""24017851002"":4,""24021751901"":4,""11001010600"":4,""51059431001"":4,""08035014506"":4,""24009860701"":4,""24031703201"":4,""33007950800"":4,""24003731311"":4,""04025000605"":4}","{""110010088031"":25,""110010080022"":4,""110010089041"":4,""330039551001"":4,""110010088023"":4,""110010099042"":4,""240317032013"":4,""240338046001"":4,""450510517001"":4,""420710138002"":4,""110010088042"":4,""040250006051"":4,""131350505472"":4,""110010047012"":4,""120710201022"":4,""510594310011"":4,""080350141103"":4,""240338035092"":4}"
6,38.889619799999998,-77.022977200000000,government,national mall,,r_shj7d6dvy0l1pml,Y,222-222@63r-6cw-52k,38.889557000000003,-77.023100999999997,222-222@63r-6cw-52k,zzz-222@63r-6cw-5cq,National Mall,,,"Museums, Historical Sites, and Similar Institutions",Historical Sites,,712120,38.889557000000003,-77.023100999999997,Constitution Ave NW,Washington,DC,20565,US,12024859880.000000000000000,"{ ""Mon"": [[""9:30"", ""22:00""]], ""Tue"": [[""9:30"", ""22:00""]], ""Wed"": [[""9:30"", ""22:00""]], ""Thu"": [[""9:30"", ""22:00""]], ""Fri"": [[""9:30"", ""22:00""]], ""Sat"": [[""9:30"", ""22:00""]], ""Sun"": [[""9:30"", ""22:00""]] }",,,2019-07,POLYGON,2021-09-01T00:00:00-04:00,2021-10-01T00:00:00-04:00,584,396,"[2,5,10,30,17,20,2,9,3,11,129,134,3,3,3,3,14,9,16,5,7,6,9,16,21,24,10,11,22,30]","{""420710103005"":10,""120110703171"":6,""110010076032"":5,""110010032002"":5,""120730005001"":5,""110010099061"":5,""240317060113"":4,""240217528022"":4,""240178509021"":4,""450630206042"":4,""390351311022"":4,""511076118012"":4,""510131025002"":4,""110010083021"":4,""511076108001"":4,""510430101003"":4,""511790102053"":4,""410050226022"":4,""511076110121"":4,""510131024003"":4,""340390324001"":4,""110010034002"":4,""110010049021"":4,""221030407061"":4,""110010069001"":4,""240338021073"":4,""110010058002"":4,""511539012121"":4,""060750213001"":4,""510594302031"":4,""516003005001"":4,""060373023011"":4,""510594221013"":4,""060510001014"":4,""011030055003"":4,""061130106082"":4,""160010104012"":4,""510594310021"":4,""181630030003"":4,""080350141403"":4,""130591306001"":4,""511539010081"":4,""240338036081"":4,""270030513051"":4,""511790101051"":4,""120570016002"":4,""480913108012"":4,""240178507122"":4,""421010376002"":4,""470730505031"":4,""391590505002"":4,""240338058021"":4,""511539013052"":4,""130670302351"":4,""240317014072"":4,""240150312012"":4,""515500210051"":4,""110010025022"":4,""510594217012"":4,""510594525022"":4,""340390304001"":4,""291059604004"":4,""391517148016"":4,""510594506023"":4,""516839102021"":4,""420850330004"":4,""510131018033"":4,""510594512002"":4,""110010102001"":4,""250214081022"":4,""510594817022"":4,""515102020021"":4,""511076110171"":4}","{""US"":372,""SG"":4}",234577,40.000000000000000,"{""<5"":11,""5-10"":83,""11-20"":99,""21-60"":179,""61-120"":105,""121-240"":88,"">240"":19}","{""McDonald's"":5,""IMAX"":5,""Starbucks"":3,""Holiday Inn"":3,""Dunkin'"":3,""Hilton International"":3,""IHOP"":3,""Sunoco"":2,""Exxon Mobil"":2,""Wendy's"":2,""National Car Rental"":2,""Shell Oil"":2,""Marriott Hotels"":2,""7-Eleven"":2,""Wawa"":2,""Hyatt Place"":1,""Corner Bakery Cafe"":1,""Chick-fil-A"":1,""Residence Inn by Marriott"":1,""CVS"":1}","{""McDonald's"":42,""Walmart"":37,""Starbucks"":37,""Chick-fil-A"":27,""CVS"":25,""Target"":24,""Shell Oil"":23,""Dunkin'"":23,""Subway"":21,""Exxon Mobil"":20,""Wendy's"":18,""Costco"":18,""Sunoco"":16,""Dollar Tree"":16,""Taco Bell"":16,""7-Eleven"":15,""Lowe's"":14,""Simon mall"":14,""Chipotle Mexican Grill"":13,""The Home Depot"":13}","[5,4,4,5,7,7,7,10,15,28,39,54,63,73,75,82,105,159,158,132,89,49,20,12]","{""Monday"":38,""Tuesday"":23,""Wednesday"":42,""Thursday"":50,""Friday"":51,""Saturday"":189,""Sunday"":191}","{""android"":215,""ios"":182}",110010062021.000000000000000,"{""47053966400"":7,""11001010800"":7,""27147960100"":6,""29105960400"":6,""42099030601"":6,""24031705502"":6,""33003955100"":5,""11001003400"":5,""24027605102"":5,""11001005001"":5,""51059480402"":5,""26081014806"":5,""51107610800"":5,""24031700818"":4,""11001005800"":4,""24031700104"":4,""39097040102"":4,""06075021300"":4,""51550020904"":4,""48491020324"":4,""06051000101"":4,""51710003300"":4,""48439100602"":4,""36119011102"":4,""24031700904"":4,""24033801707"":4,""06065050300"":4,""24003740702"":4,""33007950800"":4,""36085017012"":4,""08041007000"":4,""18163003000"":4,""51153901417"":4,""24031701220"":4,""34023008404"":4,""51179010105"":4,""11001001901"":4,""51013101803"":4,""49057210505"":4,""10005051003"":4,""39159050500"":4,""11001009906"":4,""51059431002"":4,""24021752802"":4,""39123051000"":4,""11001008904"":4,""11001002502"":4,""51059430202"":4,""51061930401"":4,""51059450300"":4,""39035184106"":4,""11001006900"":4,""51013102500"":4,""24033800514"":4,""12073001300"":4,""51153901305"":4,""13217100800"":4,""36085020803"":4,""26125124000"":4,""36109001400"":4,""12053040908"":4,""42091208204"":4,""06113010605"":4,""51041100933"":4,""34039030400"":4,""11001005900"":4,""24033803608"":4,""51153900801"":4,""11001002702"":4,""24033800520"":4,""34039032400"":4,""18037953700"":4,""51059450602"":4,""32003002707"":4,""24017850709"":4,""51107611025"":4,""51550021005"":4,""51600300500"":4}","{""510594911034"":9,""516003005001"":7,""330110171004"":7,""510131018021"":6,""180670002002"":5,""240178509021"":5,""220330045043"":5,""517100064001"":4,""320030027071"":4,""510594223021"":4,""060770031143"":4,""340170141012"":4,""360050390002"":4,""240450108003"":4,""110010099061"":4,""110010076032"":4,""420710103005"":4,""511539012362"":4,""261390221084"":4,""131171304034"":4,""510594605011"":4,""420293053002"":4,""483030017072"":4,""261251240003"":4,""240054024051"":4,""060373023011"":4,""080410038022"":4,""110010034002"":4,""510594512002"":4,""371190055213"":4,""181630026003"":4,""240317012053"":4,""410390004033"":4,""483671407033"":4,""510594217012"":4,""510594525022"":4,""110010028022"":4,""240338036081"":4,""110010002021"":4,""240276051021"":4,""510131014031"":4,""510594901033"":4,""361031594071"":4,""131210115032"":4,""510131026002"":4,""484910203241"":4,""515102020021"":4,""515400008001"":4,""110010008014"":4,""510594528011"":4,""511790105031"":4,""160010104012"":4,""240217528022"":4,""110010058001"":4,""515500210051"":4,""340312238023"":4,""170438464132"":4,""060375770002"":4,""371190058333"":4,""190339510002"":4,""511539014071"":4,""510594221013"":4,""390970401022"":4,""510411010041"":4,""240276026002"":4,""420990306012"":4,""360870113033"":4,""060110001002"":4,""240054038011"":4,""510594302031"":4,""120570062001"":4}"
